Chocolate_Mid_Price,Strawberries_Mid_Price,Roses_Mid_Price,Gift_Basket_Mid_Price,Gift_Basket_Premium
7889.0,4036.5,14421.5,70598.5,402.0
7889.5,4036.5,14424.0,70618.5,417.5
7890.5,4037.0,14422.5,70617.0,410.5
7890.0,4037.0,14421.5,70615.5,412.0
7890.0,4037.0,14422.0,70629.5,425.5
7889.0,4037.5,14422.5,70637.5,434.0
7889.0,4037.5,14422.0,70637.5,434.5
7889.0,4037.5,14423.5,70638.5,434.0
7890.0,4037.5,14426.5,70645.0,433.5
7889.0,4037.5,14429.5,70652.0,441.5
7891.0,4037.0,14427.5,70664.5,451.0
7892.0,4036.5,14422.5,70653.0,443.5
7892.5,4036.5,14423.0,70654.5,442.5
7891.5,4036.0,14415.5,70634.0,436.5
7889.5,4036.0,14417.5,70626.0,434.5
7890.5,4036.0,14419.0,70631.5,434.5
7892.5,4036.5,14415.5,70641.5,437.0
7893.0,4036.5,14417.5,70647.5,439.0
7892.5,4036.5,14415.5,70633.5,429.0
7892.0,4037.0,14418.5,70638.5,430.0
7891.5,4037.0,14416.5,70627.5,423.0
7891.5,4037.0,14414.5,70629.5,427.0
7890.0,4037.5,14412.5,70630.5,433.0
7890.5,4037.5,14413.5,70632.0,431.5
7892.0,4037.0,14410.5,70630.5,430.0
7890.0,4037.0,14416.5,70630.5,432.0
7887.5,4037.5,14415.5,70609.5,419.0
7888.5,4037.5,14420.5,70626.5,427.0
7889.5,4037.5,14419.5,70637.5,435.0
7888.5,4037.0,14418.5,70616.5,422.0
7889.0,4036.5,14416.5,70614.5,423.0
7888.5,4036.5,14414.5,70610.5,423.0
7888.5,4037.0,14415.5,70610.5,419.0
7887.5,4036.5,14419.0,70600.5,412.5
7888.5,4036.5,14419.5,70596.5,404.0
7890.5,4036.5,14416.5,70601.5,404.0
7889.0,4036.5,14417.5,70612.5,420.0
7888.5,4036.0,14415.5,70610.5,425.0
7888.5,4037.0,14408.0,70610.5,426.5
7888.0,4037.5,14408.5,70604.5,419.0
7887.5,4037.5,14403.5,70594.5,416.0
7888.5,4037.0,14402.0,70597.5,419.5
7887.0,4037.5,14402.5,70594.5,419.0
7888.5,4037.0,14401.0,70597.5,420.5
7888.0,4037.0,14400.5,70591.5,417.0
7889.0,4036.5,14404.5,70595.5,416.0
7889.0,4036.5,14407.0,70609.5,427.5
7889.0,4037.0,14411.0,70618.5,429.5
7889.0,4037.5,14411.5,70620.5,428.0
7889.5,4037.5,14411.5,70625.5,431.0
7887.5,4037.5,14416.5,70611.5,420.0
7888.0,4037.0,14415.0,70616.0,427.0
7889.5,4036.5,14416.0,70621.0,428.0
7889.5,4037.0,14416.5,70614.5,418.0
7891.5,4036.5,14417.0,70619.5,417.5
7893.5,4036.5,14418.5,70623.5,412.0
7894.0,4036.5,14419.0,70634.0,420.0
7894.5,4037.5,14421.0,70642.0,418.0
7893.5,4037.0,14418.5,70632.5,418.0
7894.5,4036.5,14420.5,70630.0,412.5
7895.5,4036.5,14417.5,70624.0,405.5
7894.5,4036.5,14420.5,70628.5,411.0
7894.0,4036.5,14422.5,70627.5,410.0
7895.0,4036.5,14422.5,70640.5,419.0
7896.5,4037.0,14420.5,70654.5,426.0
7895.0,4037.0,14420.5,70645.0,422.5
7894.5,4036.5,14422.5,70647.5,428.0
7893.5,4036.5,14418.0,70647.5,436.5
7894.0,4036.5,14415.5,70646.5,436.0
7893.5,4036.5,14418.0,70642.0,431.0
7895.0,4036.5,14417.5,70646.5,430.0
7895.5,4036.5,14413.5,70644.5,430.0
7895.0,4036.5,14408.0,70626.5,419.5
7895.5,4036.5,14406.5,70628.5,421.0
7895.5,4036.5,14402.0,70624.5,421.5
7895.0,4036.0,14402.5,70614.5,416.0
7895.0,4036.0,14402.0,70627.5,429.5
7895.5,4035.5,14406.5,70628.5,427.0
7894.5,4035.0,14403.5,70618.5,427.0
7893.5,4034.5,14405.0,70605.0,419.0
7894.0,4033.5,14401.5,70592.5,414.0
7894.0,4034.0,14399.0,70595.5,416.5
7894.5,4033.5,14398.5,70590.5,413.0
7894.5,4033.5,14396.0,70579.5,404.5
7895.0,4034.5,14400.5,70593.5,406.0
7894.0,4034.5,14400.5,70596.5,413.0
7893.5,4035.5,14398.5,70595.5,410.0
