Chocolate_Mid_Price,Strawberries_Mid_Price,Roses_Mid_Price,Gift_Basket_Mid_Price
7889.0,4036.5,14421.5,70598.5
7889.5,4036.5,14424.0,70618.5
7890.5,4037.0,14422.5,70617.0
7890.0,4037.0,14421.5,70615.5
7890.0,4037.0,14422.0,70629.5
7889.0,4037.5,14422.5,70637.5
7889.0,4037.5,14422.0,70637.5
7889.0,4037.5,14423.5,70638.5
7890.0,4037.5,14426.5,70645.0
7889.0,4037.5,14429.5,70652.0
7891.0,4037.0,14427.5,70664.5
7892.0,4036.5,14422.5,70653.0
7892.5,4036.5,14423.0,70654.5
7891.5,4036.0,14415.5,70634.0
7889.5,4036.0,14417.5,70626.0
7890.5,4036.0,14419.0,70631.5
7892.5,4036.5,14415.5,70641.5
7893.0,4036.5,14417.5,70647.5
7892.5,4036.5,14415.5,70633.5
7892.0,4037.0,14418.5,70638.5
7891.5,4037.0,14416.5,70627.5
7891.5,4037.0,14414.5,70629.5
7890.0,4037.5,14412.5,70630.5
7890.5,4037.5,14413.5,70632.0
7892.0,4037.0,14410.5,70630.5
7890.0,4037.0,14416.5,70630.5
7887.5,4037.5,14415.5,70609.5
7888.5,4037.5,14420.5,70626.5
7889.5,4037.5,14419.5,70637.5
7888.5,4037.0,14418.5,70616.5
7889.0,4036.5,14416.5,70614.5
7888.5,4036.5,14414.5,70610.5
7888.5,4037.0,14415.5,70610.5
7887.5,4036.5,14419.0,70600.5
7888.5,4036.5,14419.5,70596.5
7890.5,4036.5,14416.5,70601.5
7889.0,4036.5,14417.5,70612.5
7888.5,4036.0,14415.5,70610.5
7888.5,4037.0,14408.0,70610.5
7888.0,4037.5,14408.5,70604.5
7887.5,4037.5,14403.5,70594.5
7888.5,4037.0,14402.0,70597.5
7887.0,4037.5,14402.5,70594.5
7888.5,4037.0,14401.0,70597.5
7888.0,4037.0,14400.5,70591.5
7889.0,4036.5,14404.5,70595.5
7889.0,4036.5,14407.0,70609.5
7889.0,4037.0,14411.0,70618.5
7889.0,4037.5,14411.5,70620.5
7889.5,4037.5,14411.5,70625.5
7887.5,4037.5,14416.5,70611.5
7888.0,4037.0,14415.0,70616.0
7889.5,4036.5,14416.0,70621.0
7889.5,4037.0,14416.5,70614.5
7891.5,4036.5,14417.0,70619.5
7893.5,4036.5,14418.5,70623.5
7894.0,4036.5,14419.0,70634.0
7894.5,4037.5,14421.0,70642.0
7893.5,4037.0,14418.5,70632.5
7894.5,4036.5,14420.5,70630.0
7895.5,4036.5,14417.5,70624.0
7894.5,4036.5,14420.5,70628.5
7894.0,4036.5,14422.5,70627.5
7895.0,4036.5,14422.5,70640.5
7896.5,4037.0,14420.5,70654.5
7895.0,4037.0,14420.5,70645.0
7894.5,4036.5,14422.5,70647.5
7893.5,4036.5,14418.0,70647.5
7894.0,4036.5,14415.5,70646.5
7893.5,4036.5,14418.0,70642.0
7895.0,4036.5,14417.5,70646.5
7895.5,4036.5,14413.5,70644.5
7895.0,4036.5,14408.0,70626.5
7895.5,4036.5,14406.5,70628.5
7895.5,4036.5,14402.0,70624.5
7895.0,4036.0,14402.5,70614.5
7895.0,4036.0,14402.0,70627.5
7895.5,4035.5,14406.5,70628.5
7894.5,4035.0,14403.5,70618.5
7893.5,4034.5,14405.0,70605.0
7894.0,4033.5,14401.5,70592.5
7894.0,4034.0,14399.0,70595.5
7894.5,4033.5,14398.5,70590.5
7894.5,4033.5,14396.0,70579.5
7895.0,4034.5,14400.5,70593.5
7894.0,4034.5,14400.5,70596.5
7893.5,4035.5,14398.5,70595.5
7895.0,4035.5,14404.5,70607.5
7895.5,4035.5,14402.5,70598.5
7897.0,4035.5,14401.5,70607.5
7896.5,4035.5,14400.5,70612.5
7896.5,4035.5,14398.5,70607.5
7896.5,4035.5,14400.0,70606.5
7896.5,4035.5,14403.0,70610.5
7895.5,4035.5,14399.5,70598.5
7895.0,4034.5,14398.0,70581.5
7897.5,4034.5,14397.0,70587.5
7897.5,4034.5,14393.5,70578.5
7896.0,4034.0,14389.5,70566.5
7898.5,4034.0,14388.5,70581.0
7898.5,4034.0,14386.0,70583.5
7898.5,4034.5,14386.5,70592.5
7899.5,4034.5,14388.5,70605.5
7900.0,4034.5,14389.0,70597.0
7899.5,4034.0,14389.5,70595.5
7899.0,4034.0,14387.0,70592.5
7898.5,4033.5,14385.5,70585.5
7897.5,4033.5,14386.5,70580.0
7897.0,4034.0,14387.5,70583.5
7896.0,4034.5,14387.5,70586.0
7896.5,4034.0,14388.5,70581.0
7897.0,4033.5,14387.5,70582.5
7897.0,4034.0,14384.5,70583.0
7896.5,4033.5,14385.5,70580.5
7897.0,4034.0,14384.0,70580.5
7897.0,4033.5,14379.5,70564.5
7898.5,4033.5,14381.5,70575.0
7899.0,4034.0,14382.5,70584.5
7898.5,4034.0,14384.0,70589.5
7897.5,4033.5,14382.5,70579.5
7897.0,4033.5,14386.5,70583.5
7895.5,4033.0,14387.5,70564.5
7895.0,4033.5,14389.5,70558.5
7894.5,4033.0,14388.0,70545.0
7896.5,4033.5,14387.0,70548.5
7896.0,4033.5,14390.5,70554.5
7897.0,4034.0,14390.0,70557.5
7895.5,4033.5,14390.0,70556.5
7895.5,4033.5,14393.5,70554.0
7895.0,4033.5,14396.5,70566.5
7894.5,4033.5,14397.0,70561.5
7894.5,4033.0,14401.5,70570.5
7896.5,4032.5,14397.5,70580.5
7896.5,4032.5,14397.5,70580.5
7896.0,4032.5,14396.0,70579.5
7896.0,4032.5,14399.5,70581.5
7895.5,4032.5,14403.5,70584.5
7894.5,4032.5,14402.5,70582.5
7895.5,4032.5,14402.5,70588.5
7894.5,4032.5,14404.5,70581.5
7895.0,4032.5,14406.0,70583.5
7895.5,4032.5,14406.5,70586.5
7895.0,4032.5,14409.0,70595.0
7896.5,4032.5,14414.0,70611.5
7894.5,4033.0,14414.5,70605.5
7895.5,4032.5,14411.5,70598.5
7894.5,4033.0,14410.5,70601.0
7895.0,4033.5,14410.5,70597.5
7896.5,4033.5,14409.5,70600.5
7895.0,4033.5,14411.0,70605.5
7894.0,4033.5,14413.0,70598.5
7895.0,4034.0,14415.5,70602.5
7895.0,4034.5,14416.5,70607.0
7897.0,4034.5,14417.0,70622.0
7897.5,4035.0,14414.0,70630.5
7898.0,4035.0,14413.0,70637.5
7898.5,4034.5,14410.5,70631.5
7899.5,4034.5,14411.5,70642.5
7897.5,4034.5,14411.0,70628.5
7897.0,4033.5,14410.5,70621.5
7897.5,4034.0,14412.0,70624.5
7897.5,4033.5,14411.5,70624.5
7895.5,4033.5,14414.0,70625.5
7896.0,4034.0,14416.5,70635.0
7894.5,4034.0,14414.0,70626.5
7895.0,4033.5,14417.5,70627.5
7894.0,4032.5,14416.5,70617.0
7893.5,4032.0,14414.5,70600.5
7893.0,4032.5,14413.5,70593.5
7892.0,4032.5,14410.0,70580.5
7891.5,4032.5,14410.5,70588.5
7891.0,4032.5,14413.5,70589.5
7890.5,4032.5,14409.5,70579.5
7891.5,4032.5,14410.5,70587.5
7891.5,4032.5,14412.0,70590.5
7891.5,4032.5,14413.5,70591.5
7889.5,4032.5,14415.5,70578.0
7891.5,4033.0,14416.5,70592.5
7891.5,4032.5,14415.0,70595.5
7891.0,4033.0,14417.0,70597.5
7891.5,4032.5,14418.0,70606.5
7890.5,4032.5,14419.5,70603.5
7892.5,4033.0,14420.5,70620.5
7893.5,4033.0,14419.5,70619.0
7893.0,4033.0,14419.5,70624.5
7893.0,4033.5,14421.0,70628.5
7893.5,4033.5,14423.5,70640.0
7892.5,4033.0,14418.5,70631.5
7895.0,4032.5,14415.0,70627.5
7894.0,4032.0,14410.5,70633.0
7894.5,4032.0,14409.5,70641.5
7895.0,4031.5,14407.5,70640.5
7895.5,4031.5,14407.5,70641.5
7895.5,4032.0,14407.0,70639.5
7894.5,4031.5,14410.5,70647.5
7895.5,4031.5,14408.5,70643.5
7894.5,4031.5,14406.5,70640.5
7894.5,4031.5,14404.5,70631.0
7895.0,4032.0,14403.5,70634.5
7895.0,4032.5,14403.5,70630.5
7894.5,4032.5,14402.5,70632.5
7894.5,4033.0,14399.5,70635.5
7894.0,4033.0,14396.5,70632.5
7896.5,4033.0,14396.5,70641.5
7897.0,4033.0,14395.0,70626.5
7894.0,4033.0,14392.5,70608.5
7893.0,4033.0,14391.5,70597.5
7893.0,4033.0,14392.5,70603.5
7893.0,4032.5,14397.5,70603.5
7893.5,4032.5,14401.5,70597.5
7892.5,4032.5,14399.0,70595.5
7891.5,4032.5,14397.5,70580.5
7890.5,4032.5,14392.5,70577.5
7889.5,4032.5,14387.5,70578.5
7888.5,4032.5,14382.5,70571.5
7888.5,4032.5,14384.5,70576.5
7886.5,4033.0,14384.0,70559.5
7888.5,4033.0,14380.5,70567.5
7888.0,4033.5,14378.5,70558.5
7886.0,4033.0,14377.0,70547.5
7886.5,4032.5,14375.0,70543.5
7887.0,4032.5,14378.5,70550.5
7886.0,4033.0,14373.5,70554.5
7888.0,4033.0,14372.5,70554.5
7888.5,4033.0,14372.5,70549.5
7887.5,4033.0,14373.5,70550.5
7885.5,4033.0,14368.0,70534.5
7884.0,4032.5,14368.5,70526.5
7884.5,4033.0,14365.0,70525.5
7882.5,4033.0,14363.5,70514.5
7882.5,4033.5,14359.0,70517.5
7884.5,4034.0,14361.0,70535.5
7883.0,4034.0,14368.5,70542.0
7883.5,4034.5,14371.5,70540.5
7884.5,4035.0,14370.5,70542.5
7886.0,4034.5,14365.5,70536.5
7886.0,4035.0,14367.5,70535.5
7886.0,4034.5,14370.5,70534.0
7885.5,4034.5,14367.5,70533.5
7885.5,4034.5,14370.0,70533.0
7886.0,4034.5,14365.5,70531.5
7885.5,4035.0,14361.5,70524.5
7886.5,4034.5,14362.0,70521.5
7886.0,4034.5,14358.5,70525.5
7885.5,4034.5,14360.0,70520.5
7885.5,4034.5,14363.5,70523.5
7886.0,4034.5,14363.5,70527.0
7885.0,4034.5,14364.5,70523.5
7884.5,4034.0,14368.5,70521.5
7884.0,4034.5,14370.0,70517.0
7883.5,4035.0,14373.5,70515.5
7883.5,4035.5,14377.0,70516.5
7884.5,4036.0,14374.0,70527.5
7884.5,4035.5,14379.5,70534.5
7884.5,4035.5,14382.5,70533.5
7885.5,4035.5,14383.0,70538.0
7883.0,4036.0,14385.0,70526.5
7884.5,4036.0,14385.5,70535.0
7886.0,4036.5,14386.5,70545.5
7885.5,4036.5,14383.5,70548.5
7887.0,4036.5,14382.5,70555.5
7887.0,4036.5,14381.5,70563.5
7886.5,4036.5,14384.5,70559.5
7886.5,4035.5,14385.5,70550.5
7885.5,4036.5,14386.5,70546.0
7886.0,4035.5,14386.5,70538.5
7886.0,4036.5,14389.5,70553.5
7884.0,4036.5,14383.0,70530.5
7883.5,4037.0,14380.5,70526.5
7884.0,4037.0,14383.0,70538.0
7885.5,4037.5,14382.0,70550.5
7886.0,4037.5,14383.5,70547.0
7888.0,4037.0,14387.5,70551.5
7887.5,4037.0,14389.5,70550.5
7888.0,4037.0,14386.0,70555.5
7887.5,4037.5,14385.5,70549.5
7886.5,4037.0,14382.5,70544.5
7886.5,4037.5,14383.5,70546.5
7885.5,4037.5,14386.0,70540.5
7884.5,4037.5,14385.5,70544.5
7886.5,4037.5,14386.5,70562.5
7886.0,4037.5,14386.5,70555.0
7886.5,4037.0,14391.0,70559.5
7885.5,4036.5,14391.5,70556.5
7888.0,4037.5,14392.0,70570.5
7886.5,4036.5,14393.5,70562.5
7886.5,4036.5,14396.0,70567.5
7885.5,4036.5,14398.0,70572.5
7885.5,4036.5,14397.5,70571.5
7885.0,4036.5,14398.0,70564.5
7885.0,4035.5,14399.5,70565.5
7884.5,4035.5,14400.5,70565.5
7883.5,4035.5,14399.5,70558.5
7883.5,4035.5,14398.5,70563.5
7885.5,4035.0,14397.5,70570.5
7885.5,4035.0,14398.5,70568.5
7886.5,4035.0,14397.5,70573.5
7887.0,4035.5,14394.5,70582.5
7887.5,4035.0,14394.0,70573.5
7886.5,4035.0,14392.5,70571.5
7887.0,4035.0,14394.5,70581.5
