day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,0,CHOCOLATE,7888,123,,,,,7890,123,,,,,7889.0,0.0
2,100,CHOCOLATE,7889,102,,,,,7890,48,7891.0,54.0,,,7889.5,0.0
2,200,CHOCOLATE,7890,62,7889.0,50.0,,,7891,112,,,,,7890.5,0.0
2,300,CHOCOLATE,7889,109,,,,,7891,109,,,,,7890.0,0.0
2,400,CHOCOLATE,7889,107,,,,,7891,107,,,,,7890.0,0.0
2,500,CHOCOLATE,7888,127,,,,,7890,127,,,,,7889.0,0.0
2,600,CHOCOLATE,7888,121,,,,,7890,121,,,,,7889.0,0.0
2,700,CHOCOLATE,7888,141,,,,,7890,141,,,,,7889.0,0.0
2,800,CHOCOLATE,7889,117,,,,,7891,117,,,,,7890.0,0.0
2,900,CHOCOLATE,7888,121,,,,,7890,121,,,,,7889.0,0.0
2,1000,CHOCOLATE,7890,105,,,,,7892,105,,,,,7891.0,0.0
2,1100,CHOCOLATE,7891,127,,,,,7893,127,,,,,7892.0,0.0
2,1200,CHOCOLATE,7892,117,,,,,7893,37,7894.0,80.0,,,7892.5,0.0
2,1300,CHOCOLATE,7891,126,,,,,7892,49,7893.0,77.0,,,7891.5,0.0
2,1400,CHOCOLATE,7889,158,,,,,7890,60,7891.0,98.0,,,7889.5,0.0
2,1500,CHOCOLATE,7890,56,7889.0,69.0,,,7891,125,,,,,7890.5,0.0
2,1600,CHOCOLATE,7892,62,7891.0,89.0,,,7893,151,,,,,7892.5,0.0
2,1700,CHOCOLATE,7892,122,,,,,7894,122,,,,,7893.0,0.0
2,1800,CHOCOLATE,7892,35,7891.0,90.0,,,7893,125,,,,,7892.5,0.0
2,1900,CHOCOLATE,7891,102,,,,,7893,102,,,,,7892.0,0.0
