day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,0,STRAWBERRIES,4036,255,,,,,4037,255,,,,,4036.5,0.0
2,100,STRAWBERRIES,4036,224,,,,,4037,54,4038.0,170.0,,,4036.5,0.0
2,200,STRAWBERRIES,4036,173,,,,,4038,173,,,,,4037.0,0.0
2,300,STRAWBERRIES,4036,246,,,,,4038,236,,,,,4037.0,0.0
2,400,STRAWBERRIES,4036,173,,,,,4038,173,,,,,4037.0,0.0
2,500,STRAWBERRIES,4037,88,4036.0,160.0,,,4038,248,,,,,4037.5,0.0
2,600,STRAWBERRIES,4037,187,,,,,4038,187,,,,,4037.5,0.0
2,700,STRAWBERRIES,4037,74,4036.0,143.0,,,4038,220,,,,,4037.5,0.0
2,800,STRAWBERRIES,4037,69,4036.0,145.0,,,4038,214,,,,,4037.5,0.0
2,900,STRAWBERRIES,4037,65,4036.0,109.0,,,4038,174,,,,,4037.5,0.0
2,1000,STRAWBERRIES,4036,265,,,,,4038,265,,,,,4037.0,0.0
2,1100,STRAWBERRIES,4036,270,,,,,4037,87,4038.0,183.0,,,4036.5,0.0
2,1200,STRAWBERRIES,4036,190,,,,,4037,80,4038.0,110.0,,,4036.5,0.0
2,1300,STRAWBERRIES,4035,228,,,,,4037,228,,,,,4036.0,0.0
2,1400,STRAWBERRIES,4035,208,,,,,4037,208,,,,,4036.0,0.0
2,1500,STRAWBERRIES,4035,231,,,,,4037,231,,,,,4036.0,0.0
2,1600,STRAWBERRIES,4036,89,4035.0,171.0,,,4037,260,,,,,4036.5,0.0
2,1700,STRAWBERRIES,4036,225,,,,,4037,86,4038.0,139.0,,,4036.5,0.0
2,1800,STRAWBERRIES,4036,251,,,,,4037,251,,,,,4036.5,0.0
2,1900,STRAWBERRIES,4036,173,,,,,4038,173,,,,,4037.0,0.0
2,2000,STRAWBERRIES,4036,219,,,,,4038,219,,,,,4037.0,0.0
2,2100,STRAWBERRIES,4036,178,,,,,4038,178,,,,,4037.0,0.0
2,2200,STRAWBERRIES,4037,202,,,,,4038,202,,,,,4037.5,0.0
2,2300,STRAWBERRIES,4037,199,,,,,4038,199,,,,,4037.5,0.0
2,2400,STRAWBERRIES,4036,160,,,,,4038,160,,,,,4037.0,0.0
2,2500,STRAWBERRIES,4036,283,,,,,4038,283,,,,,4037.0,0.0
2,2600,STRAWBERRIES,4037,250,,,,,4038,250,,,,,4037.5,0.0
2,2700,STRAWBERRIES,4037,190,,,,,4038,190,,,,,4037.5,0.0
2,2800,STRAWBERRIES,4037,235,,,,,4038,235,,,,,4037.5,0.0
2,2900,STRAWBERRIES,4036,222,,,,,4038,222,,,,,4037.0,0.0
2,3000,STRAWBERRIES,4036,213,,,,,4037,213,,,,,4036.5,0.0
