day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,0,GIFT_BASKET,71108,12,71107.0,27.0,,,71121,12,71122.0,27.0,,,71114.5,0.0
1,100,GIFT_BASKET,71109,1,71107.0,12.0,71106.0,20.0,71119,1,71121.0,12.0,71122.0,20.0,71114.0,0.0
1,200,GIFT_BASKET,71110,1,71109.0,15.0,71108.0,26.0,71121,1,71122.0,15.0,71123.0,26.0,71115.5,0.0
1,300,GIFT_BASKET,71117,14,71116.0,16.0,,,71130,14,71131.0,16.0,,,71123.5,0.0
1,400,GIFT_BASKET,71127,2,71126.0,16.0,71125.0,15.0,71138,2,71139.0,16.0,71140.0,15.0,71132.5,0.0
1,500,GIFT_BASKET,71134,1,71133.0,16.0,71131.0,20.0,71145,1,71146.0,16.0,71147.0,20.0,71139.5,0.0
1,600,GIFT_BASKET,71137,2,71136.0,17.0,71135.0,18.0,71148,2,71149.0,17.0,71150.0,18.0,71142.5,0.0
1,700,GIFT_BASKET,71136,1,71135.0,11.0,71134.0,30.0,71147,1,71148.0,11.0,71149.0,30.0,71141.5,0.0
1,800,GIFT_BASKET,71139,1,71138.0,19.0,71137.0,22.0,71150,1,71151.0,19.0,71152.0,22.0,71144.5,0.0
1,900,GIFT_BASKET,71144,1,71143.0,12.0,71142.0,20.0,71155,1,71156.0,12.0,71157.0,20.0,71149.5,0.0
1,1000,GIFT_BASKET,71141,1,71139.0,19.0,71138.0,26.0,71151,1,71153.0,19.0,71154.0,26.0,71146.0,0.0
1,1100,GIFT_BASKET,71147,1,71145.0,14.0,71144.0,23.0,71157,1,71159.0,14.0,71160.0,23.0,71152.0,0.0
1,1200,GIFT_BASKET,71133,1,71132.0,17.0,71131.0,16.0,71144,1,71145.0,17.0,71147.0,16.0,71138.5,0.0
1,1300,GIFT_BASKET,71132,12,71131.0,29.0,,,71145,12,71146.0,29.0,,,71138.5,0.0
1,1400,GIFT_BASKET,71139,15,71138.0,29.0,,,71152,15,71153.0,29.0,,,71145.5,0.0
1,1500,GIFT_BASKET,71122,1,71121.0,18.0,71120.0,30.0,71133,1,71134.0,18.0,71135.0,30.0,71127.5,0.0
1,1600,GIFT_BASKET,71130,2,71129.0,15.0,71128.0,17.0,71141,2,71142.0,15.0,71143.0,17.0,71135.5,0.0
1,1700,GIFT_BASKET,71134,11,71133.0,22.0,,,71147,11,71148.0,22.0,,,71140.5,0.0
1,1800,GIFT_BASKET,71135,10,71134.0,30.0,,,71148,10,71149.0,30.0,,,71141.5,0.0
1,1900,GIFT_BASKET,71141,2,71140.0,18.0,71139.0,29.0,71152,2,71153.0,18.0,71154.0,29.0,71146.5,0.0
1,2000,GIFT_BASKET,71142,2,71141.0,20.0,71140.0,25.0,71153,2,71154.0,20.0,71156.0,25.0,71147.5,0.0
1,2100,GIFT_BASKET,71141,2,71140.0,17.0,71139.0,21.0,71152,2,71153.0,17.0,71154.0,21.0,71146.5,0.0
1,2200,GIFT_BASKET,71137,1,71136.0,14.0,71135.0,26.0,71148,1,71149.0,14.0,71150.0,26.0,71142.5,0.0
1,2300,GIFT_BASKET,71137,20,71136.0,24.0,,,71138,1,71149.0,2.0,71151.0,20.0,71137.5,0.0
1,2400,GIFT_BASKET,71155,2,71154.0,10.0,71153.0,17.0,71166,2,71167.0,10.0,71168.0,17.0,71160.5,0.0
1,2500,GIFT_BASKET,71155,2,71154.0,16.0,71153.0,21.0,71166,2,71167.0,16.0,71168.0,21.0,71160.5,0.0
1,2600,GIFT_BASKET,71154,1,71153.0,16.0,71152.0,16.0,71165,1,71166.0,16.0,71167.0,16.0,71159.5,0.0
1,2700,GIFT_BASKET,71162,2,71161.0,14.0,71160.0,19.0,71173,2,71174.0,14.0,71175.0,19.0,71167.5,0.0
1,2800,GIFT_BASKET,71159,17,71158.0,23.0,,,71172,17,71173.0,23.0,,,71165.5,0.0
1,2900,GIFT_BASKET,71165,2,71164.0,14.0,71163.0,25.0,71176,2,71178.0,14.0,71179.0,25.0,71170.5,0.0
1,3000,GIFT_BASKET,71154,1,71153.0,13.0,71152.0,16.0,71165,1,71166.0,13.0,71167.0,16.0,71159.5,0.0
1,3100,GIFT_BASKET,71153,5,71148.0,1.0,71147.0,20.0,71159,1,71160.0,20.0,71162.0,16.0,71156.0,0.0
1,3200,GIFT_BASKET,71147,5,71141.0,19.0,71140.0,29.0,71154,19,71155.0,29.0,,,71150.5,0.0
1,3300,GIFT_BASKET,71134,1,71132.0,10.0,71131.0,16.0,71144,1,71146.0,10.0,71147.0,16.0,71139.0,0.0
1,3400,GIFT_BASKET,71120,2,71119.0,10.0,71118.0,19.0,71131,2,71132.0,10.0,71133.0,19.0,71125.5,0.0
1,3500,GIFT_BASKET,71121,18,71119.0,28.0,,,71134,18,71135.0,28.0,,,71127.5,0.0
1,3600,GIFT_BASKET,71139,11,71138.0,29.0,,,71152,11,71153.0,29.0,,,71145.5,0.0
