day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,0,GIFT_BASKET,70593,1,70592.0,10.0,70591.0,27.0,70604,1,70605.0,10.0,70606.0,27.0,70598.5,0.0
2,100,GIFT_BASKET,70615,3,70609.0,19.0,70608.0,20.0,70622,19,70623.0,20.0,,,70618.5,0.0
2,200,GIFT_BASKET,70612,2,70611.0,13.0,70609.0,20.0,70622,2,70624.0,13.0,70625.0,20.0,70617.0,0.0
2,300,GIFT_BASKET,70610,1,70609.0,15.0,70608.0,18.0,70621,1,70622.0,15.0,70623.0,18.0,70615.5,0.0
2,400,GIFT_BASKET,70623,16,70622.0,30.0,,,70636,16,70637.0,30.0,,,70629.5,0.0
2,500,GIFT_BASKET,70631,14,70630.0,20.0,,,70644,14,70645.0,20.0,,,70637.5,0.0
2,600,GIFT_BASKET,70631,14,70630.0,23.0,,,70644,14,70645.0,23.0,,,70637.5,0.0
2,700,GIFT_BASKET,70632,12,70631.0,18.0,,,70645,12,70646.0,18.0,,,70638.5,0.0
2,800,GIFT_BASKET,70640,1,70639.0,10.0,70637.0,28.0,70650,1,70652.0,10.0,70653.0,28.0,70645.0,0.0
2,900,GIFT_BASKET,70651,3,70640.0,14.0,70639.0,24.0,70653,14,70654.0,24.0,,,70652.0,0.0
2,1000,GIFT_BASKET,70659,2,70658.0,18.0,70657.0,30.0,70670,2,70671.0,18.0,70672.0,30.0,70664.5,0.0
2,1100,GIFT_BASKET,70648,2,70646.0,19.0,70645.0,27.0,70658,2,70659.0,19.0,70661.0,27.0,70653.0,0.0
2,1200,GIFT_BASKET,70649,1,70648.0,12.0,70647.0,20.0,70660,1,70661.0,12.0,70662.0,20.0,70654.5,0.0
2,1300,GIFT_BASKET,70633,6,70628.0,5.0,70622.0,10.0,70635,10,70636.0,17.0,,,70634.0,0.0
2,1400,GIFT_BASKET,70621,2,70620.0,16.0,70618.0,23.0,70631,2,70633.0,16.0,70634.0,23.0,70626.0,0.0
2,1500,GIFT_BASKET,70626,2,70625.0,16.0,70624.0,26.0,70637,2,70638.0,16.0,70639.0,26.0,70631.5,0.0
2,1600,GIFT_BASKET,70636,1,70635.0,12.0,70634.0,29.0,70647,1,70648.0,12.0,70649.0,29.0,70641.5,0.0
2,1700,GIFT_BASKET,70641,18,70640.0,29.0,,,70654,18,70655.0,29.0,,,70647.5,0.0
2,1800,GIFT_BASKET,70628,2,70627.0,15.0,70626.0,15.0,70639,2,70640.0,15.0,70641.0,15.0,70633.5,0.0
2,1900,GIFT_BASKET,70633,2,70632.0,11.0,70631.0,30.0,70644,2,70645.0,11.0,70646.0,30.0,70638.5,0.0
2,2000,GIFT_BASKET,70621,11,70620.0,17.0,,,70634,11,70635.0,17.0,,,70627.5,0.0
2,2100,GIFT_BASKET,70623,16,70622.0,15.0,,,70636,16,70637.0,15.0,,,70629.5,0.0
2,2200,GIFT_BASKET,70625,2,70624.0,12.0,70623.0,19.0,70636,2,70637.0,12.0,70638.0,19.0,70630.5,0.0
2,2300,GIFT_BASKET,70629,2,70624.0,1.0,70623.0,18.0,70635,1,70636.0,18.0,70637.0,26.0,70632.0,0.0
2,2400,GIFT_BASKET,70625,1,70624.0,16.0,70623.0,28.0,70636,1,70637.0,16.0,70638.0,28.0,70630.5,0.0
2,2500,GIFT_BASKET,70624,11,70623.0,18.0,,,70637,11,70638.0,18.0,,,70630.5,0.0
2,2600,GIFT_BASKET,70604,1,70603.0,10.0,70602.0,25.0,70615,1,70616.0,10.0,70617.0,25.0,70609.5,0.0
2,2700,GIFT_BASKET,70621,2,70620.0,11.0,70619.0,28.0,70632,2,70633.0,11.0,70634.0,28.0,70626.5,0.0
2,2800,GIFT_BASKET,70631,12,70629.0,22.0,,,70644,12,70645.0,22.0,,,70637.5,0.0
2,2900,GIFT_BASKET,70611,1,70610.0,16.0,70609.0,26.0,70622,1,70623.0,16.0,70624.0,26.0,70616.5,0.0
2,3000,GIFT_BASKET,70612,1,70611.0,11.0,70610.0,16.0,70617,6,70623.0,1.0,70624.0,11.0,70614.5,0.0
2,3100,GIFT_BASKET,70604,18,70603.0,15.0,,,70617,18,70618.0,15.0,,,70610.5,0.0
2,3200,GIFT_BASKET,70605,1,70604.0,12.0,70603.0,29.0,70616,1,70617.0,12.0,70618.0,29.0,70610.5,0.0
2,3300,GIFT_BASKET,70595,2,70594.0,12.0,70593.0,28.0,70606,2,70607.0,12.0,70608.0,28.0,70600.5,0.0
2,3400,GIFT_BASKET,70591,1,70590.0,19.0,70589.0,22.0,70602,1,70603.0,19.0,70604.0,22.0,70596.5,0.0
2,3500,GIFT_BASKET,70596,2,70595.0,14.0,70594.0,28.0,70607,2,70608.0,14.0,70609.0,28.0,70601.5,0.0
2,3600,GIFT_BASKET,70606,15,70605.0,23.0,,,70619,15,70620.0,23.0,,,70612.5,0.0
2,3700,GIFT_BASKET,70605,1,70604.0,16.0,70603.0,15.0,70616,1,70617.0,16.0,70618.0,15.0,70610.5,0.0
2,3800,GIFT_BASKET,70605,1,70604.0,11.0,70603.0,25.0,70616,1,70617.0,11.0,70618.0,25.0,70610.5,0.0
2,3900,GIFT_BASKET,70599,2,70598.0,11.0,70597.0,23.0,70610,2,70611.0,11.0,70612.0,23.0,70604.5,0.0
2,4000,GIFT_BASKET,70589,2,70588.0,16.0,70587.0,22.0,70600,2,70601.0,16.0,70602.0,22.0,70594.5,0.0
2,4100,GIFT_BASKET,70592,1,70591.0,11.0,70590.0,19.0,70603,1,70604.0,11.0,70605.0,19.0,70597.5,0.0
2,4200,GIFT_BASKET,70589,2,70588.0,20.0,70587.0,16.0,70600,2,70601.0,20.0,70602.0,16.0,70594.5,0.0
