day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,0,STRAWBERRIES,4030,237,,,,,4031,237,,,,,4030.5,0.0
1,100,STRAWBERRIES,4030,52,4029.0,137.0,,,4031,189,,,,,4030.5,0.0
1,200,STRAWBERRIES,4029,198,,,,,4031,209,,,,,4030.0,0.0
1,300,STRAWBERRIES,4029,234,,,,,4031,234,,,,,4030.0,0.0
1,400,STRAWBERRIES,4029,211,,,,,4031,211,,,,,4030.0,0.0
1,500,STRAWBERRIES,4030,192,,,,,4031,81,4032.0,111.0,,,4030.5,0.0
1,600,STRAWBERRIES,4030,60,4029.0,114.0,,,4031,174,,,,,4030.5,0.0
1,700,STRAWBERRIES,4030,194,,,,,4032,200,,,,,4031.0,0.0
1,800,STRAWBERRIES,4030,264,,,,,4031,264,,,,,4030.5,0.0
1,900,STRAWBERRIES,4030,215,,,,,4031,215,,,,,4030.5,0.0
1,1000,STRAWBERRIES,4029,278,,,,,4031,278,,,,,4030.0,0.0
1,1100,STRAWBERRIES,4030,264,,,,,4031,80,4032.0,184.0,,,4030.5,0.0
1,1200,STRAWBERRIES,4030,185,,,,,4031,81,4032.0,104.0,,,4030.5,0.0
1,1300,STRAWBERRIES,4030,70,4029.0,130.0,,,4031,200,,,,,4030.5,0.0
1,1400,STRAWBERRIES,4030,287,,,,,4032,287,,,,,4031.0,0.0
1,1500,STRAWBERRIES,4030,196,,,,,4031,62,4032.0,144.0,,,4030.5,0.0
1,1600,STRAWBERRIES,4030,172,,,,,4031,176,,,,,4030.5,0.0
1,1700,STRAWBERRIES,4030,234,,,,,4032,234,,,,,4031.0,0.0
1,1800,STRAWBERRIES,4030,225,,,,,4031,97,4032.0,128.0,,,4030.5,0.0
1,1900,STRAWBERRIES,4030,293,,,,,4031,100,4032.0,193.0,,,4030.5,0.0
1,2000,STRAWBERRIES,4030,267,,,,,4031,98,4032.0,169.0,,,4030.5,0.0
1,2100,STRAWBERRIES,4030,251,,,,,4031,73,4032.0,178.0,,,4030.5,0.0
1,2200,STRAWBERRIES,4031,218,,,,,4032,218,,,,,4031.5,0.0
1,2300,STRAWBERRIES,4031,100,4030.0,178.0,,,4032,278,,,,,4031.5,0.0
1,2400,STRAWBERRIES,4031,206,,,,,4033,206,,,,,4032.0,0.0
1,2500,STRAWBERRIES,4032,215,,,,,4033,99,4034.0,116.0,,,4032.5,0.0
1,2600,STRAWBERRIES,4033,91,4032.0,163.0,,,4034,254,,,,,4033.5,0.0
