day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,0,ROSES,14999,72,,,,,15001,72,,,,,15000.0,0.0
0,100,ROSES,14999,66,,,,,15001,66,,,,,15000.0,0.0
0,200,ROSES,15000,61,,,,,15001,21,15002.0,40.0,,,15000.5,0.0
0,300,ROSES,14999,69,,,,,15001,69,,,,,15000.0,0.0
0,400,ROSES,14997,62,,,,,14998,62,,,,,14997.5,0.0
0,500,ROSES,14996,30,14995.0,35.0,,,14997,65,,,,,14996.5,0.0
0,600,ROSES,14993,67,,,,,14994,67,,,,,14993.5,0.0
0,700,ROSES,14993,56,,,,,14994,56,,,,,14993.5,0.0
0,800,ROSES,14997,30,14996.0,42.0,,,14998,72,,,,,14997.5,0.0
0,900,ROSES,14995,67,,,,,14997,67,,,,,14996.0,0.0
0,1000,ROSES,14994,19,14993.0,50.0,,,14995,69,,,,,14994.5,0.0
0,1100,ROSES,14995,65,,,,,14996,65,,,,,14995.5,0.0
0,1200,ROSES,14996,67,,,,,14997,67,,,,,14996.5,0.0
0,1300,ROSES,14996,78,,,,,14997,29,14998.0,49.0,,,14996.5,0.0
0,1400,ROSES,14994,24,14993.0,50.0,,,14995,74,,,,,14994.5,0.0
0,1500,ROSES,14993,64,,,,,14995,64,,,,,14994.0,0.0
0,1600,ROSES,14995,75,,,,,14997,75,,,,,14996.0,0.0
0,1700,ROSES,14992,17,14991.0,40.0,,,14993,57,,,,,14992.5,0.0
0,1800,ROSES,14990,56,,,,,14992,56,,,,,14991.0,0.0
0,1900,ROSES,14985,60,,,,,14986,60,,,,,14985.5,0.0
0,2000,ROSES,14981,64,,,,,14982,23,14983.0,41.0,,,14981.5,0.0
0,2100,ROSES,14976,69,,,,,14977,69,,,,,14976.5,0.0
0,2200,ROSES,14975,54,,,,,14977,54,,,,,14976.0,0.0
0,2300,ROSES,14972,24,14971.0,31.0,,,14973,55,,,,,14972.5,0.0
0,2400,ROSES,14972,69,,,,,14974,69,,,,,14973.0,0.0
0,2500,ROSES,14973,47,,,,,14974,47,,,,,14973.5,0.0
0,2600,ROSES,14972,66,,,,,14974,66,,,,,14973.0,0.0
0,2700,ROSES,14965,57,,,,,14967,57,,,,,14966.0,0.0
0,2800,ROSES,14964,20,14963.0,49.0,,,14965,69,,,,,14964.5,0.0
0,2900,ROSES,14964,28,14963.0,41.0,,,14965,69,,,,,14964.5,0.0
0,3000,ROSES,14964,66,,,,,14965,66,,,,,14964.5,0.0
0,3100,ROSES,14960,29,14959.0,40.0,,,14961,69,,,,,14960.5,0.0
0,3200,ROSES,14958,66,,,,,14959,22,14960.0,44.0,,,14958.5,0.0
0,3300,ROSES,14955,76,,,,,14957,76,,,,,14956.0,0.0
